Date/Time,Open,High,Low,Close,MACD,MACD_signal,MACD_hist,K,D,J,ATR (14),ATR (200),Supply Zone,Demand Zone,Entry Price,Stop Loss,Take Profit,Exit Price,Trade Status,Running PnL %
2025-06-23 16:00:00,101931.04,102080,101102.76,101289.01,-1024.757678,-983.9935752,-40.76410245,52.73428056,43.03692564,72.12899041,1403.94,1174.59,102345.00 - 104269.64 | bar 1024 | 2025-06-21 00:00:00,95784.61 - 96961.04 | bar 760 | 2025-05-08 00:00:00,,,,,,
2025-06-23 20:00:00,101289,102613.09,100792.16,101420.7,-967.4527049,-980.6854012,13.23269629,57.77439945,47.94941691,77.42436454,1514.79,1176.05,102345.00 - 104269.64 | bar 1024 | 2025-06-21 00:00:00,95784.61 - 96961.04 | bar 760 | 2025-05-08 00:00:00,,,,,,
2025-06-24 00:00:00,101420.71,103300,99613.33,103161.29,-772.68006,-939.0843329,166.4042729,70.94299833,55.61394405,101.6011069,1740.69,1190.99,102345.00 - 104269.64 | bar 1024 | 2025-06-21 00:00:00,95784.61 - 96961.04 | bar 760 | 2025-05-08 00:00:00,,,,,,
2025-06-24 04:00:00,103161.3,106074.2,102880,105333.93,-437.9589273,-838.8592518,400.9003245,77.49492922,62.90760577,106.6695761,1921.37,1191.32,105757.48 - 106524.65 | bar 1022 | 2025-06-20 16:00:00,98673.66 - 100380.00 | bar 1036 | 2025-06-23 00:00:00,,,,,,
2025-06-24 08:00:00,105333.94,105500,104720.82,104919.6,-203.7740065,-711.8422028,508.0681962,80.10892718,68.64137958,103.0440224,1874.91,1176.58,105757.48 - 106524.65 | bar 1022 | 2025-06-20 16:00:00,98673.66 - 100380.00 | bar 1036 | 2025-06-23 00:00:00,,,,,,
2025-06-24 12:00:00,104919.6,105811,104704.91,104933.74,-16.84560412,-572.842883,555.9972789,81.91145043,73.06473653,99.60487823,1807.42,1166.74,105757.48 - 106524.65 | bar 1022 | 2025-06-20 16:00:00,98673.66 - 100380.00 | bar 1036 | 2025-06-23 00:00:00,,,,,,
2025-06-24 16:00:00,104933.74,105571.4,104622.02,105170,148.6471967,-428.5448671,577.1920638,83.27596054,76.46847786,96.89092588,1763.83,1157.98,105757.48 - 106524.65 | bar 1022 | 2025-06-20 16:00:00,98673.66 - 100380.00 | bar 1036 | 2025-06-23 00:00:00,,,,,,
2025-06-24 20:00:00,105169.99,105731.92,104800.98,105244.73,282.5741808,-286.3210575,568.8952383,84.57118573,79.16938049,95.37479623,1781.00,1155.97,105757.48 - 106524.65 | bar 1022 | 2025-06-20 16:00:00,98673.66 - 100380.00 | bar 1036 | 2025-06-23 00:00:00,,,,,,
2025-06-25 00:00:00,105244.72,106290,105172.64,105643.19,416.068494,-145.8431472,561.9116412,86.48491924,81.6078934,96.23897092,1809.10,1156.29,105757.48 - 106524.65 | bar 1022 | 2025-06-20 16:00:00,98673.66 - 100380.00 | bar 1036 | 2025-06-23 00:00:00,105643.19,107429.20,100380.00,,OPEN SHORT,
2025-06-25 04:00:00,105643.2,106119.11,105435.45,106083,551.0010926,-6.474299243,557.4753919,89.95649685,84.39076122,101.0879681,1576.38,1154.32,105757.48 - 106524.65 | bar 1022 | 2025-06-20 16:00:00,98673.66 - 100380.00 | bar 1036 | 2025-06-23 00:00:00,105643.19,107429.20,100380.00,,RUNNING SHORT,-0.42%
